BVW (V/V),CARB_FLAG (UNITLESS),COAL_FLAG (UNITLESS),KLOGH (MD),PHIF (V/V),RHOFL (G/CM3),RHOMA (G/CM3),RW (OHMM),SAND_FLAG (UNITLESS),SW (V/V),TEMP (DEGC),VSH (V/V),LITHOTYPE
0.203916,0,0,76.5077,0.211309,0.9,2.66,0.0204761,1,0.965,120.3726,0.2008,F-TIDAL BAR
0.209027,0,0,121.3757,0.218761,0.9,2.66,0.0204756,1,0.9555,120.3762,0.1851,F-TIDAL BAR
0.209429,0,0,88.5002,0.21486,0.9,2.66,0.0204751,1,0.9747,120.3798,0.1969,F-TIDAL BAR
0.193752,0,0,67.6057,0.213654,0.9,2.66,0.0204746,1,0.9068,120.3834,0.2088,F-TIDAL BAR
0.193148,0,0,15.8066,0.221133,0.9,2.66,0.020474,1,0.8734,120.3869,0.2856,F-TIDAL BAR
0.189368,0,0,9.8516,0.211195,0.9,2.66,0.0204735,1,0.8967,120.3905,0.2996,F-TIDAL BAR
0.18499,0,0,2.2058,0.195474,0.9,2.66,0.020473,1,0.9464,120.3941,0.3578,F-TIDAL BAR
0.190998,0,0,3.7001,0.218216,0.9,2.66,0.0204725,1,0.8753,120.3977,0.3531,F-TIDAL BAR
0.179597,0,0,0.8918,0.179597,0.9,2.66,0.020472,1,1,120.4012,0.3874,F-TIDAL BAR
0.164225,0,0,4.0846,0.164225,0.9,2.66,0.0204715,1,1,120.4048,0.3003,F-TIDAL BAR
0.182416,0,0,4.147,0.185767,0.9,2.66,0.020471,1,0.982,120.4084,0.3187,F-TIDAL BAR
0.174447,0,0,7.6961,0.174447,0.9,2.66,0.0204704,1,1,120.412,0.2788,F-TIDAL BAR
0.180106,0,0,10.4528,0.180106,0.9,2.66,0.0204699,1,1,120.4155,0.2691,F-TIDAL BAR
0.168765,0,0,20.2816,0.168765,0.9,2.66,0.0204694,1,1,120.4191,0.227,F-TIDAL BAR
0.181801,0,0,25.834,0.181801,0.9,2.66,0.0204689,1,1,120.4227,0.2269,F-TIDAL BAR
0.189691,0,0,19.2878,0.19033,0.9,2.66,0.0204684,1,0.9966,120.4263,0.2486,F-TIDAL BAR
0.185801,0,0,17.2402,0.185801,0.9,2.66,0.0204679,1,1,120.4298,0.25,F-TIDAL BAR
0.204943,0,0,35.7043,0.210534,0.9,2.66,0.0204673,1,0.9734,120.4334,0.2368,F-TIDAL BAR
0.179013,0,0,23.1983,0.179013,0.9,2.66,0.0204668,1,1,120.437,0.2296,F-TIDAL BAR
0.220329,0,0,84.9279,0.220329,0.9,2.66,0.0204663,1,1,120.4406,0.2037,F-TIDAL BAR
0.215459,0,0,31.4838,0.215459,0.9,2.66,0.0204658,1,1,120.4441,0.2473,F-TIDAL BAR
0.219489,0,0,39.4382,0.221719,0.9,2.66,0.0204653,1,0.9899,120.4477,0.242,F-TIDAL BAR
0.221443,0,0,114.1103,0.227448,0.9,2.66,0.0204648,1,0.9736,120.4513,0.1958,F-TIDAL BAR
0.224741,0,0,117.083,0.225768,0.9,2.66,0.0204643,1,0.9955,120.4549,0.1931,F-TIDAL BAR
0.22482,0,0,78.3136,0.22482,0.9,2.66,0.0204637,1,1,120.4584,0.2116,F-TIDAL BAR
0.229464,0,0,91.554,0.229464,0.9,2.66,0.0204632,1,1,120.462,0.2082,F-TIDAL BAR
0.225002,0,0,102.5296,0.225002,0.9,2.66,0.0204627,1,1,120.4656,0.1988,F-TIDAL BAR
0.231482,0,0,303.0273,0.231482,0.9,2.66,0.0204622,1,1,120.4692,0.1523,F-TIDAL BAR
0.232497,0,0,359.2497,0.232497,0.9,2.66,0.0204617,1,1,120.4727,0.145,F-TIDAL BAR
0.240167,0,0,521.9296,0.240167,0.9,2.66,0.0204612,1,1,120.4763,0.1337,F-TIDAL BAR
0.240916,0,0,811.5046,0.248714,0.9,2.66,0.0204606,1,0.9686,120.4799,0.12,F-TIDAL BAR
0.241565,0,0,544.2892,0.247407,0.9,2.66,0.0204601,1,0.9764,120.4835,0.1382,F-TIDAL BAR
0.236231,0,0,220.1605,0.237974,0.9,2.66,0.0204596,1,0.9927,120.487,0.1735,F-TIDAL BAR
0.227002,0,0,369.3454,0.239505,0.9,2.66,0.0204591,1,0.9478,120.4906,0.1498,F-TIDAL BAR
0.234726,0,0,482.6411,0.239482,0.9,2.66,0.0204586,1,0.9801,120.4942,0.1369,F-TIDAL BAR
0.238973,0,0,287.7134,0.238973,0.9,2.66,0.0204581,1,1,120.4977,0.1614,F-TIDAL BAR
0.241863,0,0,279.6875,0.241863,0.9,2.66,0.0204576,1,1,120.5013,0.1654,F-TIDAL BAR
0.243067,0,0,380.6465,0.246617,0.9,2.66,0.020457,1,0.9856,120.5049,0.1547,F-TIDAL BAR
0.233803,0,0,231.5916,0.235649,0.9,2.66,0.0204565,1,0.9922,120.5084,0.1689,F-TIDAL BAR
0.231167,0,0,186.5709,0.232615,0.9,2.66,0.020456,1,0.9938,120.512,0.1767,F-TIDAL BAR
0.23635,0,0,409.9363,0.239593,0.9,2.66,0.0204555,1,0.9865,120.5156,0.1449,F-TIDAL BAR
0.227654,0,0,496.3173,0.236789,0.9,2.66,0.020455,1,0.9614,120.5192,0.1332,F-TIDAL BAR
0.234733,0,0,580.2941,0.241996,0.9,2.66,0.0204545,1,0.97,120.5227,0.1303,F-TIDAL BAR
0.239177,0,0,547.0082,0.24572,0.9,2.66,0.020454,1,0.9734,120.5263,0.1364,F-TIDAL BAR
0.239929,0,0,304.4463,0.241003,0.9,2.66,0.0204534,1,0.9955,120.5299,0.1605,F-TIDAL BAR
0.232893,0,0,231.3653,0.232893,0.9,2.66,0.0204529,1,1,120.5334,0.1665,F-TIDAL BAR
0.230648,0,0,317.196,0.230648,0.9,2.66,0.0204524,1,1,120.537,0.1493,F-TIDAL BAR
0.233855,0,0,413.6818,0.233855,0.9,2.66,0.0204519,1,1,120.5406,0.1394,F-TIDAL BAR
0.231307,0,0,357.7746,0.239627,0.9,2.66,0.0204514,1,0.9653,120.5441,0.1515,F-TIDAL BAR
0.235085,0,0,306.1922,0.239139,0.9,2.66,0.0204509,1,0.983,120.5477,0.1586,F-TIDAL BAR
0.230663,0,0,423.6403,0.235625,0.9,2.66,0.0204504,1,0.9789,120.5513,0.1398,F-TIDAL BAR
0.221766,0,0,394.5797,0.235346,0.9,2.66,0.0204498,1,0.9423,120.5548,0.143,F-TIDAL BAR
0.225573,0,0,240.8144,0.230087,0.9,2.66,0.0204493,1,0.9804,120.5584,0.1621,F-TIDAL BAR
0.22426,0,0,118.8191,0.22426,0.9,2.66,0.0204488,1,1,120.562,0.191,F-TIDAL BAR
0.224756,0,0,108.1348,0.224756,0.9,2.66,0.0204483,1,1,120.5656,0.196,F-TIDAL BAR
0.222052,0,0,125.9303,0.222052,0.9,2.66,0.0204478,1,1,120.5691,0.1863,F-TIDAL BAR
0.225747,0,0,169.035,0.225747,0.9,2.66,0.0204473,1,1,120.5727,0.1753,F-TIDAL BAR
0.225625,0,0,184.0372,0.230575,0.9,2.66,0.0204468,1,0.9785,120.5763,0.1755,F-TIDAL BAR
0.228107,0,0,144.1487,0.228107,0.9,2.66,0.0204463,1,1,120.5798,0.1851,F-TIDAL BAR
0.227103,0,0,150.9556,0.227103,0.9,2.66,0.0204457,1,1,120.5834,0.182,F-TIDAL BAR
0.235388,0,0,199.1382,0.235388,0.9,2.66,0.0204452,1,1,120.587,0.176,F-TIDAL BAR
0.227637,0,0,180.7383,0.238632,0.9,2.66,0.0204447,1,0.9539,120.5905,0.1836,F-TIDAL BAR
0.213094,0,0,191.5622,0.232653,0.9,2.66,0.0204442,1,0.9159,120.5941,0.1754,F-TIDAL BAR
0.222067,0,0,178.6673,0.225369,0.9,2.66,0.0204437,1,0.9853,120.5977,0.1723,F-TIDAL BAR
0.221327,0,0,194.0349,0.221327,0.9,2.66,0.0204432,1,1,120.6012,0.1647,F-TIDAL BAR
0.225368,0,0,264.6308,0.225368,0.9,2.66,0.0204427,1,1,120.6048,0.1534,F-TIDAL BAR
0.224991,0,0,246.1378,0.226024,0.9,2.66,0.0204421,1,0.9954,120.6084,0.1574,F-TIDAL BAR
0.223699,0,0,319.9648,0.228007,0.9,2.66,0.0204416,1,0.9811,120.6119,0.1466,F-TIDAL BAR
0.223506,0,0,249.8061,0.225794,0.9,2.66,0.0204411,1,0.9899,120.6155,0.1565,F-TIDAL BAR
0.223099,0,0,315.0166,0.228439,0.9,2.66,0.0204406,1,0.9766,120.6191,0.1477,F-TIDAL BAR
0.222551,0,0,286.1839,0.234471,0.9,2.66,0.0204401,1,0.9492,120.6226,0.1577,F-TIDAL BAR
0.229597,0,0,286.6723,0.235837,0.9,2.66,0.0204396,1,0.9735,120.6262,0.1588,F-TIDAL BAR
0.233165,0,0,205.3329,0.233165,0.9,2.66,0.0204391,1,1,120.6297,0.1725,F-TIDAL BAR
0.230528,0,0,294.3813,0.230528,0.9,2.66,0.0204386,1,1,120.6333,0.1528,F-TIDAL BAR
0.236453,0,0,452.9084,0.236453,0.9,2.66,0.020438,1,1,120.6369,0.1373,F-TIDAL BAR
0.228898,0,0,562.0589,0.239909,0.9,2.66,0.0204375,1,0.9541,120.6404,0.1299,F-TIDAL BAR
0.230257,0,0,439.0819,0.233215,0.9,2.66,0.020437,1,0.9873,120.644,0.1359,F-TIDAL BAR
0.235508,0,0,464.4053,0.235508,0.9,2.66,0.0204365,1,1,120.6476,0.1352,F-TIDAL BAR
0.236168,0,0,298.5406,0.236168,0.9,2.66,0.020436,1,1,120.6511,0.1571,F-TIDAL BAR
0.238112,0,0,272.0908,0.238112,0.9,2.66,0.0204355,1,1,120.6547,0.1634,F-TIDAL BAR
0.135945,0,0,317.6243,0.210246,0.9,2.71,0.0203998,1,0.6466,120.9036,0.1311,F-TIDAL BAR
0.155421,0,0,311.9815,0.209738,0.9,2.65,0.0203993,1,0.741,120.9072,0.1315,F-TIDAL BAR
0.160948,0,0,514.463,0.191475,0.9,2.65,0.0203987,1,0.8406,120.9107,0.0912,F-TIDAL BAR
0.211253,0,0,595.3737,0.217177,0.9,2.65,0.0203982,1,0.9727,120.9143,0.107,F-TIDAL BAR
0.21895,0,0,799.3901,0.21895,0.9,2.65,0.0203977,1,1,120.9178,0.0943,F-TIDAL BAR
0.231352,0,0,1065.7175,0.231352,0.9,2.65,0.0203972,1,1,120.9214,0.0915,F-TIDAL BAR
0.22537,0,0,1527.802,0.22537,0.9,2.65,0.0203967,1,1,120.9249,0.0688,F-TIDAL BAR
0.227848,0,0,1227.165,0.227848,0.9,2.65,0.0203962,1,1,120.9285,0.0815,F-TIDAL BAR
0.234175,0,0,1818.5057,0.234175,0.9,2.65,0.0203957,1,1,120.932,0.0682,F-TIDAL BAR
0.226217,0,0,1145.9927,0.226217,0.9,2.65,0.0203952,1,1,120.9356,0.0834,F-TIDAL BAR
0.229109,0,0,1000.453,0.229109,0.9,2.65,0.0203947,1,1,120.9391,0.0925,F-TIDAL BAR
0.212011,0,0,747.3804,0.212011,0.9,2.65,0.0203942,1,1,120.9427,0.0914,F-TIDAL BAR
0.132267,0,0,663.232,0.187461,0.9,2.65,0.0203937,1,0.7056,120.9462,0.0753,F-TIDAL BAR
0.13824,0,0,500,0.201068,0.9,2.65,0.0203932,1,0.6875,120.9498,0.0599,F-TIDAL BAR
0.086405,1,0,0.1,0.120595,0.9,2.71,0.0203926,0,0.7165,120.9533,0.0678,F-TIDAL BAR
0.065084,1,0,0.1,0.085129,0.9,2.71,0.0203921,0,0.7645,120.9568,0.0639,F-TIDAL BAR
0.020188,1,0,0.1,0.130847,0.9,2.71,0.0203916,0,0.1543,120.9604,0.0686,F-TIDAL BAR
0.016571,1,0,0.1,0.068535,0.9,2.71,0.0203911,0,0.2418,120.9639,0.0432,F-TIDAL BAR
0.002294,1,0,0.1,0.002294,0.9,2.71,0.0203906,0,1,120.9675,0.0525,F-TIDAL BAR
0,1,0,0.1,0,0.9,2.71,0.0203901,0,1,120.971,0.0558,F-TIDAL BAR
0,1,0,0.1,0,0.9,2.71,0.0203896,0,1,120.9746,0.0514,F-TIDAL BAR
0,1,0,0.1,0,0.9,2.71,0.0203891,0,1,120.9781,0.0496,F-TIDAL BAR
0,1,0,0.1,0,0.9,2.71,0.0203886,0,1,120.9817,0.0413,F-TIDAL BAR
0.004402,1,0,0.1,0.004402,0.9,2.71,0.0203881,0,1,120.9852,0.0581,F-TIDAL BAR
0.003868,1,0,0.1,0.003868,0.9,2.71,0.0203876,0,1,120.9887,0.0935,F-TIDAL BAR
0,1,0,0.1,0,0.9,2.71,0.0203871,0,1,120.9923,0.1084,F-TIDAL BAR
0.003291,1,0,0.1,0.003291,0.9,2.71,0.0203866,0,1,120.9958,0.1712,F-TIDAL BAR
0.080314,0,0,0.2,0.104705,0.9,2.71,0.0203861,0,0.7671,120.9994,0.1729,F-TIDAL BAR
0.08399,0,0,0.5,0.08399,0.9,2.65,0.0203855,0,1,121.0029,0.1979,F-TIDAL BAR
0.088432,0,0,1,0.088432,0.9,2.71,0.020385,0,1,121.0065,0.2992,F-TIDAL BAR
0.124262,0,0,2,0.124262,0.9,2.71,0.0203845,0,1,121.01,0.3751,F-TIDAL BAR
0.123826,0,0,3,0.143069,0.9,2.71,0.020384,0,0.8655,121.0135,0.4239,F-TIDAL BAR
0.130244,0,0,4,0.133162,0.9,2.71,0.0203835,0,0.9781,121.0171,0.4657,F-TIDAL BAR
0.124321,0,0,5,0.124321,0.9,2.71,0.020383,0,1,121.0206,0.4447,F-TIDAL BAR
0.112171,0,0,98,0.112171,0.9,2.71,0.0203825,0,1,121.0242,0.3236,F-TIDAL BAR
0.180021,0,0,100,0.180021,0.9,2.71,0.020382,0,1,121.0277,0.1482,F-TIDAL BAR
0.195942,0,0,333.2636,0.195942,0.9,2.65,0.0203815,1,1,121.0312,0.1161,F-TIDAL BAR
0.22858,0,0,1889.5699,0.22858,0.9,2.65,0.0203749,1,1,121.0772,0.0614,F-TIDAL CHANNEL
0.22844,0,0,1668.061,0.22844,0.9,2.65,0.0203744,1,1,121.0808,0.0673,F-TIDAL CHANNEL
0.22485,0,0,1937.8217,0.22485,0.9,2.65,0.0203739,1,1,121.0843,0.0568,F-TIDAL CHANNEL
0.230946,0,0,2294.6868,0.230946,0.9,2.65,0.0203734,1,1,121.0878,0.0541,F-TIDAL CHANNEL
0.231153,0,0,1629.2515,0.231153,0.9,2.65,0.0203729,1,1,121.0914,0.0708,F-TIDAL CHANNEL
0.214589,0,0,1173.0634,0.214589,0.9,2.65,0.0203724,1,1,121.0949,0.0719,F-TIDAL CHANNEL
0.202107,0,0,638.4656,0.202107,0.9,2.65,0.0203719,1,1,121.0984,0.0902,F-TIDAL CHANNEL
0.193055,0,0,479.0526,0.193055,0.9,2.65,0.0203714,1,1,121.102,0.096,F-TIDAL CHANNEL
0.209158,0,0,721.0294,0.209158,0.9,2.65,0.0203709,1,1,121.1055,0.0906,F-TIDAL CHANNEL
0.210893,0,0,822.4001,0.210893,0.9,2.65,0.0203704,1,1,121.109,0.0858,F-TIDAL CHANNEL
0.210711,0,0,835.4898,0.210711,0.9,2.65,0.0203699,1,1,121.1126,0.0849,F-TIDAL CHANNEL
0.218895,0,0,1208.6609,0.221156,0.9,2.65,0.0203694,1,0.9898,121.1161,0.0763,F-TIDAL CHANNEL
0.218926,0,0,1536.3141,0.22481,0.9,2.65,0.0203689,1,0.9738,121.1196,0.068,F-TIDAL CHANNEL
0.218726,0,0,1001.2117,0.218726,0.9,2.65,0.0203684,1,1,121.1232,0.0833,F-TIDAL CHANNEL
0.210983,0,0,820.5887,0.210983,0.9,2.65,0.0203679,1,1,121.1267,0.086,F-TIDAL CHANNEL
0.202535,0,0,757.1146,0.202535,0.9,2.65,0.0203674,1,1,121.1302,0.0823,F-TIDAL CHANNEL
0.206371,0,0,990.8121,0.206371,0.9,2.65,0.0203668,1,1,121.1338,0.0728,F-TIDAL CHANNEL
0.201134,0,0,663.9156,0.201134,0.9,2.65,0.0203663,1,1,121.1373,0.0874,F-TIDAL CHANNEL
0.209972,0,0,976.0095,0.209972,0.9,2.65,0.0203658,1,1,121.1408,0.0767,F-TIDAL CHANNEL
0.186888,0,0,721.7855,0.186888,0.9,2.65,0.0203653,1,1,121.1444,0.0707,F-TIDAL CHANNEL
0.203567,0,0,1331.0193,0.203567,0.9,2.65,0.0203648,1,1,121.1479,0.056,F-TIDAL CHANNEL
0.207764,0,0,1111.2472,0.207764,0.9,2.65,0.0203643,1,1,121.1514,0.0685,F-TIDAL CHANNEL
0.207297,0,0,825.092,0.207297,0.9,2.65,0.0203638,1,1,121.155,0.0824,F-TIDAL CHANNEL
0.200297,0,0,617.8633,0.200297,0.9,2.65,0.0203633,1,1,121.1585,0.0902,F-TIDAL CHANNEL
0.201462,0,0,547.732,0.201462,0.9,2.65,0.0203628,1,1,121.162,0.097,F-TIDAL CHANNEL
0.210949,0,0,751.5605,0.210949,0.9,2.65,0.0203623,1,1,121.1655,0.0902,F-TIDAL CHANNEL
0.222034,0,0,1090.1643,0.222034,0.9,2.65,0.0203618,1,1,121.1691,0.0821,F-TIDAL CHANNEL
0.216208,0,0,352.4012,0.216208,0.9,2.65,0.0203613,1,1,121.1726,0.1314,F-TIDAL CHANNEL
0.22483,0,0,526.4945,0.22483,0.9,2.65,0.0203608,1,1,121.1761,0.1197,F-TIDAL CHANNEL
0.222526,0,0,974.1866,0.233858,0.9,2.65,0.0203603,1,0.9515,121.1797,0.098,F-TIDAL CHANNEL
0.243052,0,0,1385.6498,0.244029,0.9,2.65,0.0203598,1,0.996,121.1832,0.0901,F-TIDAL CHANNEL
0.21318,0,0,384.3982,0.21318,0.9,2.65,0.0203593,1,1,121.1867,0.1245,F-TIDAL CHANNEL
0.192028,0,0,37.4711,0.192028,0.9,2.65,0.0203588,1,1,121.1902,0.2181,F-TIDAL CHANNEL
0.21075,0,0,24.7241,0.218822,0.9,2.65,0.0203583,1,0.9631,121.1938,0.2619,F-TIDAL CHANNEL
0.152658,0,0,3.8928,0.152658,0.9,2.65,0.0203578,1,1,121.1973,0.2923,F-TIDAL CHANNEL
0.186628,0,0,5.8784,0.207357,0.9,2.65,0.0203573,1,0.9,121.2008,0.3211,F-TIDAL CHANNEL
0.188183,0,0,20.2227,0.211948,0.9,2.65,0.0203568,1,0.8879,121.2043,0.2655,F-TIDAL CHANNEL
0.200499,0,0,157.5934,0.209284,0.9,2.65,0.0203563,1,0.958,121.2079,0.1641,F-TIDAL CHANNEL
0.200272,0,0,112.9034,0.200272,0.9,2.65,0.0203558,1,1,121.2114,0.1722,F-TIDAL CHANNEL
0.198058,0,0,494.0693,0.198058,0.9,2.65,0.0203553,1,1,121.2149,0.099,F-TIDAL CHANNEL
0.197642,0,0,742.5795,0.197642,0.9,2.65,0.0203548,1,1,121.2185,0.0789,F-TIDAL CHANNEL
0.197212,0,0,475.8996,0.197212,0.9,2.65,0.0203543,1,1,121.222,0.1,F-TIDAL CHANNEL
0.196782,0,0,404.8787,0.196782,0.9,2.65,0.0203538,1,1,121.2255,0.1074,F-TIDAL CHANNEL
0.204897,0,0,520.7875,0.204897,0.9,2.65,0.0203533,1,1,121.229,0.1025,F-TIDAL CHANNEL
0.197995,0,0,479.6011,0.197995,0.9,2.65,0.0203528,1,1,121.2326,0.1003,F-TIDAL CHANNEL
0.192446,0,0,283.351,0.192446,0.9,2.65,0.0203522,1,1,121.2361,0.1208,F-TIDAL CHANNEL
0.203396,0,0,198.2323,0.203396,0.9,2.65,0.0203517,1,1,121.2396,0.1478,F-TIDAL CHANNEL
0.201542,0,0,130.9497,0.201542,0.9,2.65,0.0203512,1,1,121.2431,0.1661,F-TIDAL CHANNEL
0.203947,0,0,109.2297,0.203947,0.9,2.65,0.0203507,1,1,121.2466,0.177,F-TIDAL CHANNEL
0.202649,0,0,118.0386,0.211897,0.9,2.65,0.0203502,1,0.9564,121.2502,0.1804,F-TIDAL CHANNEL
0.184041,0,0,129.9009,0.184041,0.9,2.65,0.0203497,1,1,121.2537,0.151,F-TIDAL CHANNEL
0.165168,0,0,87.6461,0.165168,0.9,2.65,0.0203492,1,1,121.2572,0.1532,F-TIDAL CHANNEL
0.205559,0,0,191.6687,0.208701,0.9,2.65,0.0203487,1,0.9849,121.2607,0.1541,F-TIDAL CHANNEL
0.200673,0,0,300.024,0.206637,0.9,2.65,0.0203482,1,0.9711,121.2643,0.1307,F-TIDAL CHANNEL
0.176598,0,0,370.3861,0.176598,0.9,2.65,0.0203477,1,1,121.2678,0.0938,F-TIDAL CHANNEL
0.188657,0,0,708.6055,0.194585,0.9,2.65,0.0203472,1,0.9695,121.2713,0.0785,F-TIDAL CHANNEL
0.178691,0,0,705.9886,0.178691,0.9,2.65,0.0203467,1,1,121.2748,0.0645,F-TIDAL CHANNEL
0.181786,0,0,961.751,0.181786,0.9,2.65,0.0203462,1,1,121.2783,0.0524,F-TIDAL CHANNEL
0.17888,0,0,945.8381,0.17888,0.9,2.65,0.0203457,1,1,121.2819,0.0506,F-TIDAL CHANNEL
0.177082,0,0,756.5358,0.177082,0.9,2.65,0.0203452,1,1,121.2854,0.0598,F-TIDAL CHANNEL
0.179136,0,0,457.3945,0.179136,0.9,2.65,0.0203447,1,1,121.2889,0.0859,F-TIDAL CHANNEL
0.182794,0,0,451.9026,0.182794,0.9,2.65,0.0203442,1,1,121.2924,0.0897,F-TIDAL CHANNEL
0.185608,0,0,432.9435,0.185608,0.9,2.65,0.0203437,1,1,121.2959,0.0943,F-TIDAL CHANNEL
0.189876,0,0,456.4961,0.189876,0.9,2.65,0.0203432,1,1,121.2994,0.0955,F-TIDAL CHANNEL
0.185067,0,0,520.5426,0.185067,0.9,2.65,0.0203427,1,1,121.303,0.0849,F-TIDAL CHANNEL
0.185368,0,0,600.9406,0.185368,0.9,2.65,0.0203422,1,1,121.3065,0.0782,F-TIDAL CHANNEL
0.191074,0,0,576.5374,0.191074,0.9,2.65,0.0203417,1,1,121.31,0.0853,F-TIDAL CHANNEL
0.188366,0,0,551.483,0.188366,0.9,2.65,0.0203412,1,1,121.3135,0.085,F-TIDAL CHANNEL
0.186494,0,0,614.9032,0.186494,0.9,2.65,0.0203407,1,1,121.317,0.0781,F-TIDAL CHANNEL
0.192318,0,0,613.0069,0.192318,0.9,2.65,0.0203402,1,1,121.3206,0.0835,F-TIDAL CHANNEL
0.18949,0,0,470.3483,0.192845,0.9,2.65,0.0203397,1,0.9826,121.3241,0.0967,F-TIDAL CHANNEL
0.187439,0,0,432.3049,0.187439,0.9,2.65,0.0203392,1,1,121.3276,0.096,F-TIDAL CHANNEL
0.184029,0,0,247.6711,0.184029,0.9,2.65,0.0203387,1,1,121.3311,0.1198,F-TIDAL CHANNEL
0.175661,0,0,56.3003,0.175661,0.9,2.65,0.0203382,1,1,121.3346,0.1839,F-TIDAL CHANNEL
0.185685,0,0,23.9224,0.185685,0.9,2.65,0.0203377,1,1,121.3381,0.2341,F-TIDAL CHANNEL
0.176196,0,0,23.239,0.186284,0.9,2.65,0.0203372,1,0.9458,121.3417,0.236,F-TIDAL CHANNEL
0.184964,0,0,30.6227,0.201414,0.9,2.65,0.0203367,1,0.9183,121.3452,0.2361,F-TIDAL CHANNEL
0.188555,0,0,37.9133,0.188555,0.9,2.65,0.0203362,1,1,121.3487,0.2144,F-TIDAL CHANNEL
0.17087,0,0,22.5547,0.17087,0.9,2.65,0.0203357,1,1,121.3522,0.2237,F-TIDAL CHANNEL
0.162297,0,0,63.1647,0.162297,0.9,2.65,0.0203352,1,1,121.3557,0.1664,F-TIDAL CHANNEL
0.189585,0,0,286.6426,0.189585,0.9,2.65,0.0203347,1,1,121.3592,0.1177,F-TIDAL CHANNEL
0.190796,0,0,327.082,0.203728,0.9,2.65,0.0203342,1,0.9365,121.3627,0.1239,F-TIDAL CHANNEL
0.197196,0,0,248.2011,0.201449,0.9,2.65,0.0203337,1,0.9789,121.3662,0.1352,F-TIDAL CHANNEL
0.194166,0,0,249.0213,0.196149,0.9,2.65,0.0203332,1,0.9899,121.3698,0.1303,F-TIDAL CHANNEL
0.191359,0,0,363.6071,0.19306,0.9,2.65,0.0203327,1,0.9912,121.3733,0.1093,F-TIDAL CHANNEL
0.195946,0,0,412.8905,0.195946,0.9,2.65,0.0203322,1,1,121.3768,0.1057,F-TIDAL CHANNEL
0.187674,0,0,310.8601,0.187674,0.9,2.65,0.0203317,1,1,121.3803,0.1121,F-TIDAL CHANNEL
0.190473,0,0,361.1103,0.193034,0.9,2.65,0.0203312,1,0.9867,121.3838,0.1096,F-TIDAL CHANNEL
0.192674,0,0,611.7495,0.200605,0.9,2.65,0.0203307,1,0.9605,121.3873,0.0909,F-TIDAL CHANNEL
0.174981,0,0,519.4448,0.185853,0.9,2.65,0.0203302,1,0.9415,121.3908,0.0857,F-TIDAL CHANNEL
0.166258,0,0,372.6953,0.171376,0.9,2.65,0.0203297,1,0.9701,121.3943,0.0889,F-TIDAL CHANNEL
0.164573,0,0,261.8291,0.164573,0.9,2.65,0.0203292,1,1,121.3979,0.0998,F-TIDAL CHANNEL
0.17003,0,0,237.6103,0.174521,0.9,2.65,0.0203287,1,0.9743,121.4014,0.1134,F-TIDAL CHANNEL
0.153659,0,0,319.4388,0.153659,0.9,2.71,0.0203282,1,1,121.4049,0.0805,F-MOUTHBAR
0.086276,1,0,0.1,0.086276,0.9,2.71,0.0203277,0,1,121.4084,0.214,F-MOUTHBAR
0.17395,1,0,0.1,0.178075,0.9,2.71,0.0203272,0,0.9768,121.4119,0.2925,F-MOUTHBAR
0.179302,0,0,1,0.179302,0.9,2.65,0.0203267,1,1,121.4154,0.2595,F-MOUTHBAR
0.181288,0,0,1.3372,0.183551,0.9,2.65,0.0203262,1,0.9877,121.4189,0.3714,F-MOUTHBAR
0.185604,0,0,1.4496,0.202253,0.9,2.65,0.0203257,1,0.9177,121.4224,0.3841,F-MOUTHBAR
0.182843,0,0,0.3827,0.1908,0.9,2.65,0.0203252,1,0.9583,121.4259,0.4382,F-MOUTHBAR
0.188442,0,0,0.4999,0.217659,0.9,2.65,0.0203247,1,0.8658,121.4294,0.4492,F-MOUTHBAR
0.188817,0,0,0.2773,0.21428,0.9,2.65,0.0203242,1,0.8812,121.4329,0.4746,F-MOUTHBAR
0.207724,0,0,0.3159,0.236311,0.9,2.65,0.0203237,1,0.879,121.4364,0.4879,F-MOUTHBAR
0.220645,0,0,4.1348,0.233337,0.9,2.65,0.0203232,1,0.9456,121.44,0.3611,F-MOUTHBAR
0.23565,0,0,13.2048,0.247102,0.9,2.65,0.0203227,1,0.9537,121.4435,0.3173,F-MOUTHBAR
0.229729,0,0,3.2036,0.23202,0.9,2.65,0.0203222,1,0.9901,121.447,0.3723,F-MOUTHBAR
0.23211,0,0,37.3152,0.255758,0.9,2.65,0.0203217,1,0.9075,121.4505,0.2749,F-MOUTHBAR
0.23506,0,0,59.1579,0.271936,0.9,2.65,0.0203212,1,0.8644,121.454,0.2671,F-MOUTHBAR
0.233512,0,0,51.439,0.272434,0.9,2.65,0.0203207,1,0.8571,121.4575,0.2742,F-MOUTHBAR
0.223439,0,0,21.1576,0.229373,0.9,2.65,0.0203202,1,0.9741,121.461,0.2788,F-MOUTHBAR
0.22673,0,0,50.7631,0.243151,0.9,2.65,0.0203197,1,0.9325,121.4645,0.2489,F-MOUTHBAR
0.224945,0,0,23.7833,0.232661,0.9,2.65,0.0203192,1,0.9668,121.468,0.2761,F-MOUTHBAR
0.22562,0,0,24.0954,0.230864,0.9,2.65,0.0203187,1,0.9773,121.4715,0.2739,F-MOUTHBAR
0.212596,0,0,17.5955,0.212596,0.9,2.65,0.0203182,1,1,121.475,0.2728,F-MOUTHBAR
