UWI,START_DATE,OIL,GAS,WATER
BR264,01-SEP-00,81324,76827,0
ON804,01-JUL-10,51644,19315,2607
TF149,01-FEB-09,27902,14486,3318
ON575,01-APR-91,102862,67650,0
DS773,01-OCT-08,43852,46034,0
ON804,01-JUN-87,48385,40886,52
CC872,01-MAY-90,90929,85259,0
CC495,01-APR-02,1924,1100,0
DS773,01-JUN-14,59409,74725,74
DS378,01-MAR-01,97291,72805,21755
CC872,01-OCT-98,38721,21798,0
DS416,01-AUG-89,35500,36866,125
AB735,01-DEC-93,114641,87851,1831
AB735,01-APR-96,87610,66932,2894
DS378,01-SEP-07,68929,73225,302
TR843,01-JUL-96,35141,24108,961
TR843,01-APR-97,45147,29531,1788
YP552,01-APR-99,42948,31787,248
ON506,01-JAN-86,77560,36398,0
YP552,01-DEC-03,41764,24801,60
BR836,01-AUG-01,17082,16730,414
ON506,01-MAY-99,57683,36389,407
DS720,01-JUL-98,39408,27176,0
ON506,01-APR-07,44970,40512,2057
ON506,01-MAY-11,32654,37805,7343
ON829,01-OCT-12,36345,21442,0
YP468,01-AUG-06,48344,28343,49
YP468,01-NOV-13,30824,19340,282
YP676,01-MAR-08,30022,47438,75079
ON442,01-MAR-06,37720,31956,29
RK514,01-FEB-88,14132,9131,0
YP647,01-JUN-87,13941,11690,0
RK113,01-JAN-87,34880,23790,0
TR418,01-DEC-07,68013,59239,313
DS780,01-JUN-14,74234,57222,614
BR312,01-JUN-14,6369,7280,33856
CC464,01-OCT-08,43582,44953,76086
AB824,01-FEB-04,44158,22413,22
YP768,01-JAN-07,25931,7636,8124
YP768,01-FEB-09,11820,4852,6708
CC646,01-AUG-05,23577,15551,2627
DS161,01-JUN-04,32748,19409,0
DS441,01-JAN-10,45525,18204,0
TR724,01-SEP-03,44010,25887,0
TR791,01-OCT-87,31342,21477,44
CC482,01-MAR-81,9628,7770,101
AB742,01-JUN-79,521890,610200,0
CC782,01-DEC-77,145186,128160,0
TF335,01-JAN-74,216425,127880,0
ON820,01-FEB-85,31522,16808,0
YP181,01-DEC-82,376709,320100,0
DS652,01-JUL-82,280205,207100,0
ON893,01-APR-89,29464,16610,18
YP676,01-FEB-81,20804,20160,661
ON394,01-NOV-76,421054,289520,0
TR758,01-NOV-88,41225,18137,0
ON893,01-MAR-92,23003,24259,545
TF359,01-MAR-78,207048,170560,0
TF359,01-DEC-82,156592,116390,0
CC464,01-OCT-93,59223,50587,8313
CC636,01-JUL-74,607118,518760,0
RK345,01-JUN-78,541154,418320,0
TR701,01-MAR-85,43809,24362,0
TR701,01-MAR-87,13627,8761,0
BR819,01-JUN-76,409982,289710,0
AB742,01-NOV-85,27825,14355,0
CC479,01-OCT-11,33877,8511,8467
DS684,01-JUL-07,39945,24708,91
DS684,01-APR-09,41103,26939,0
BR433,01-MAY-10,27141,16542,0
RK302,01-JAN-13,18980,9239,0
TR129,01-JUL-07,12280,8076,120
BR554,01-DEC-12,9580,4496,16917
DS775,01-AUG-06,51447,8959,0
DS775,01-OCT-12,40768,30195,0
TF262,01-JUL-17,10452,6355,0
TF696,01-JUL-15,27046,31040,55558
ON575,01-FEB-15,48348,28017,0
ON788,01-JUL-15,37668,33444,0
YP471,01-JUL-15,27500,14036,0
YP373,01-MAR-15,15449,17525,14233
BR763,01-APR-15,0,0,0
DS378,01-APR-15,66858,26764,0
RK375,01-AUG-15,19470,18816,10144
DS105,01-SEP-15,21417,24939,11706
CC627,01-SEP-15,40681,28489,5967
BR223,01-SEP-15,36250,23301,382
TF359,01-SEP-94,46518,39359,8103
TF149,01-JUN-93,43505,28229,200
TF770,01-JAN-16,47818,24865,428
YP174,01-JAN-16,7731,5757,2168
BR763,01-JUN-18,37015,29669,7805
TR400,01-JUN-18,48164,55786,15784
ON829,01-JUN-18,0,0,0
CC462,01-JUN-18,0,0,0
AB856,01-MAY-15,47765,33831,632
TF178,01-APR-16,37093,20166,51
DS241,01-APR-16,51736,55340,2758
RK128,01-MAR-16,60365,43450,57031
CC462,01-SEP-15,0,0,0
AB388,01-JUL-17,37340,34511,22097
TF277,01-MAR-18,22825,13318,709
AB824,01-AUG-15,40717,38866,1984
BR477,01-APR-16,45177,31330,1616
BR710,01-NOV-15,5136,3289,2138
AB590,01-JUN-16,13035,13453,0
TR387,01-JAN-17,15902,10448,2133
ON674,01-JUN-18,28160,22252,36
TF740,01-OCT-15,0,0,0
YP718,01-JUL-17,41288,35197,0
TR455,01-SEP-15,0,0,0
AB590,01-NOV-17,35500,44896,0
ON798,01-JAN-18,39791,42440,19081
TR235,01-MAY-17,50015,50356,2656
TR797,01-DEC-16,0,0,0
ON848,01-JUN-18,41084,30904,7996
TR758,01-AUG-16,31332,24761,28110
DS652,01-MAR-18,7271,13979,5585
DS377,01-NOV-17,49319,27542,9572
RK864,01-MAR-17,39305,32056,0
RK279,01-MAR-18,0,0,0
YP693,01-JAN-17,0,0,0
DS558,01-NOV-15,25743,21806,3171
YP490,01-JUL-16,42294,31739,45
CC310,01-FEB-16,28471,28355,4476
AB499,01-MAY-15,24775,20182,10
TF695,01-MAY-16,38176,29119,0
TR707,01-APR-15,57840,56158,0
AB295,01-SEP-15,22404,20336,1249
TF611,01-MAY-18,4578,2773,1666
CC482,01-JAN-17,35716,36768,11024
ON442,01-APR-17,28832,23829,1541
AB141,01-MAR-17,13567,12287,0
BR223,01-FEB-17,6411,4792,103
YP549,01-JUN-18,0,0,0
TF222,01-MAR-16,9519,7948,0
ON574,01-APR-18,33845,40293,0
DS546,01-OCT-16,39331,29898,368
CC462,01-DEC-17,0,0,0
TF172,01-MAR-17,0,0,0
AB513,01-JAN-15,0,0,0
TR387,01-JUL-17,22056,19669,3036
RK593,01-JAN-18,38158,31347,4
CC565,01-AUG-16,14616,11115,13
AB735,01-DEC-16,40710,25223,0
TR488,01-APR-18,34604,31032,0
CC435,01-JUN-15,39965,45320,0
DS773,01-DEC-15,34644,27920,1266
TR758,01-DEC-17,37569,32575,46237
CC766,01-MAY-18,33327,31257,32426
RK361,01-JUN-17,14010,20632,48185
YP570,01-AUG-17,31574,56755,36479
TR791,01-JUL-01,24630,9888,2987
CC669,01-NOV-02,36218,14738,1748
TF143,01-AUG-99,67732,63909,732
CC636,01-JAN-04,47096,16906,347
CC636,01-MAY-12,11488,3342,449
RK403,01-DEC-89,57423,33917,681
TF740,01-NOV-04,70570,39105,2852
RK403,01-MAY-04,29864,10998,0
BR819,01-SEP-84,39109,30967,0
DS652,01-OCT-99,16928,6943,6010
DS652,01-SEP-87,73601,48727,0
BR151,01-SEP-99,38176,30346,332
BR151,01-SEP-00,30624,21211,22440
DS652,01-JUN-91,47046,30171,0
YP181,01-JAN-94,84854,49057,15881
TR387,01-JUN-99,7019,5660,0
AB742,01-FEB-97,122748,76009,103
RK153,01-FEB-97,42800,34670,0
TF172,01-JUN-91,117759,87062,0
TR387,01-AUG-14,42694,20972,857
ON316,01-JAN-86,125675,97644,0
TF172,01-APR-04,46769,45677,28
CC482,01-MAR-08,28591,16039,1647
YP181,01-JUN-93,97066,97350,11794
ON369,01-FEB-98,60769,64280,688
BR710,01-NOV-98,33347,34833,133
BR710,01-NOV-09,3806,1550,4
DS698,01-SEP-09,46302,43816,13601
CC782,01-APR-83,40131,33314,0
ON369,01-NOV-00,37034,119784,254
CC504,01-MAR-87,47086,40936,0
CC504,01-SEP-87,54061,31628,0
CC504,01-MAR-10,74216,39701,2173
ON397,01-JAN-85,28275,31700,0
CC504,01-JAN-03,88987,81613,28874
ON397,01-JUL-92,37821,24996,534
ON397,01-AUG-94,19214,19963,318
ON397,01-NOV-96,35151,27103,667
CC782,01-FEB-91,59456,36285,2385
CC504,01-MAR-89,41374,15966,0
RK345,01-SEP-88,107755,115470,0
CC782,01-MAY-06,25576,27366,511
TF695,01-JUL-04,47127,40152,2850
CC310,01-SEP-95,21685,21820,11244
RK539,01-DEC-85,86636,48271,0
AB460,01-DEC-12,61071,29040,0
TR843,01-AUG-91,47002,27434,0
CC464,01-APR-92,51484,51576,2196
BR273,01-APR-06,51963,40194,1446
RK345,01-JUN-98,78706,58216,5276
TR843,01-DEC-02,136593,117454,179
RK403,01-JAN-03,37154,30708,0
YP181,01-DEC-10,17931,9110,0
RK153,01-NOV-14,31703,42577,163
ON308,01-JUN-17,0,0,0
BR835,01-OCT-15,37192,25222,1206
RK403,01-MAR-92,84954,42038,28
CC653,01-JAN-84,3298,3115,40
TR701,01-FEB-98,40574,24829,89
DS720,01-FEB-04,35549,17352,2907
ON893,01-AUG-02,27458,24066,0
ON575,01-MAY-96,109924,106925,80
TF277,01-NOV-03,50798,24757,98
YP412,01-OCT-06,49440,71655,162
RK114,01-MAY-10,60041,50358,20801
YP203,01-SEP-11,55519,39588,2343
TR387,01-FEB-90,8328,5696,0
TR701,01-SEP-96,5616,4234,52
ON506,01-JUN-03,69510,52177,777
YP220,01-MAR-03,53254,33040,0
TF381,01-JAN-08,9114,2289,330
DS378,01-JAN-07,76354,66209,1363
BR836,01-OCT-14,41147,33534,825
TR791,01-FEB-12,27875,15299,20
CC464,01-MAR-12,11045,11979,34053
YP577,01-JAN-87,14811,6970,0
AB742,01-MAY-80,842601,711850,0
ON120,01-APR-95,112993,54787,0
DS241,01-DEC-88,50002,27159,0
ON120,01-NOV-90,130710,88949,0
BR264,01-AUG-90,33954,30070,0
ON575,01-MAY-01,56830,39138,0
YP534,01-FEB-09,19810,7828,950
AB295,01-APR-08,70210,55418,0
TF695,01-MAY-90,46733,21274,0
TR701,01-JAN-90,14139,11928,1634
DS698,01-MAY-05,58621,53410,787
ON397,01-APR-03,44992,35618,1631
RK514,01-FEB-05,28362,4474,124
ON231,01-NOV-05,54770,32356,1475
CC872,01-JUN-11,26963,32096,12
TR235,01-SEP-13,83815,81171,4697
TF566,01-MAY-11,40173,30686,114
TR387,01-APR-12,30844,17419,137
YP493,01-DEC-17,43662,32243,61
YP655,01-JUN-15,57955,39704,4438
DS698,01-SEP-97,29783,26149,0
RK114,01-DEC-97,25627,27304,61
CC653,01-JAN-95,42475,32724,93
ON316,01-FEB-81,62798,56610,514
RK153,01-JAN-86,120460,67512,0
BR430,01-JAN-99,31555,27307,3471
RK514,01-MAR-89,10860,5250,0
DS558,01-SEP-07,32462,15684,136
ON506,01-JAN-06,7745,6022,28
CC649,01-APR-06,34363,13728,449
BR817,01-JUL-13,43126,35375,0
BR772,01-JUL-85,46625,29479,0
RK403,01-AUG-92,71034,45083,25
TF267,01-JUN-98,17745,13713,3140
ON120,01-JUL-01,59539,37194,0
TR382,01-JUN-03,59331,23850,14458
CC669,01-SEP-09,43283,24722,200
ON804,01-APR-11,50648,36917,1492
BR817,01-JUL-15,41305,33287,0
DS378,01-SEP-96,41976,24696,3616
RK514,01-JUL-99,20592,13664,11
CC495,01-SEP-05,26832,14601,45
DS161,01-MAY-06,72512,39524,2437
BR772,01-AUG-87,106783,89813,0
CC891,01-JUL-97,40330,39344,573
TR455,01-APR-94,40468,26060,3233
ON397,01-JUN-91,41576,39493,707
CC310,01-DEC-88,46727,34827,0
CC636,01-AUG-79,296641,270630,0
ON506,01-JUN-91,39899,20590,0
TF149,01-APR-02,48530,32026,1631
BR772,01-JUN-03,64263,29121,0
TF143,01-JAN-03,68373,49667,0
DS347,01-SEP-17,38793,25127,209
RK345,01-JUL-74,693501,403380,0
ON120,01-DEC-94,122294,80899,0
TR843,01-OCT-86,25603,15655,0
CC462,01-APR-02,20532,24409,34636
ON316,01-JAN-01,73279,69459,0
TR455,01-OCT-10,70795,38805,15420
AB560,01-JAN-13,45413,37852,0
TR387,01-JUL-13,50443,26765,261
RK301,01-MAR-90,29363,19845,0
DS780,01-APR-09,74760,62119,0
YP109,01-SEP-12,38357,16441,0
TR665,01-SEP-14,42793,33372,0
DS263,01-FEB-15,0,0,0
CC782,01-JAN-91,37371,27208,266
CC653,01-JUL-87,15177,11818,1657
TF695,01-OCT-77,219227,189000,0
ON231,01-NOV-89,72512,57730,0
AB119,01-FEB-05,25812,19939,1469
YP861,01-FEB-14,12666,9955,2987
TF335,01-APR-90,109572,58850,721
ON394,01-DEC-79,187408,168480,0
YP181,01-AUG-86,76794,59924,0
CC154,01-DEC-90,123113,79836,0
CC479,01-SEP-94,53589,45804,7084
YP412,01-NOV-90,63695,31303,0
YP647,01-APR-04,34679,50601,2004
TF642,01-MAY-09,9488,6470,480
ON893,01-JAN-04,35628,26356,3198
ON120,01-FEB-90,97514,83414,0
ON820,01-JAN-05,28744,14644,7641
ON820,01-MAY-07,20982,10571,3203
AB590,01-SEP-94,91089,101178,2492
AB590,01-NOV-00,53454,28672,2803
ON120,01-AUG-05,58278,23297,106
DS582,01-DEC-13,54642,135391,40865
CC891,01-OCT-95,39811,33723,398
AB590,01-AUG-10,20383,9992,411
ON120,01-FEB-86,52779,27568,0
RK539,01-DEC-95,82788,77423,0
RK114,01-JUN-99,95336,68285,271
CC310,01-DEC-88,72985,55001,0
ON120,01-MAR-10,75297,63442,3490
AB460,01-AUG-87,88432,45027,585
ON798,01-NOV-07,36747,18553,0
ON798,01-JUL-11,15622,6857,1156
TF277,01-DEC-05,31686,11805,21
DS150,01-DEC-13,21392,15818,428
RK789,01-OCT-05,32801,19096,20
RK789,01-APR-11,44729,13879,0
AB456,01-APR-11,27459,28371,3091
RK738,01-MAR-11,20111,10701,399
AB456,01-MAY-05,69853,48334,2092
YP166,01-MAR-07,16408,4914,34
RK794,01-OCT-07,24924,23976,263
AB119,01-AUG-05,25577,16510,0
AB119,01-DEC-11,42464,12637,827
DS263,01-NOV-08,21636,15555,60
AB119,01-FEB-09,25632,15733,2691
AB119,01-MAR-12,60123,37270,13026
AB295,01-JUL-13,76130,56855,662
YP549,01-AUG-11,38554,29102,654
TF339,01-JAN-07,40734,34411,0
YP655,01-DEC-08,12678,8727,3968
CC865,01-JUN-09,29808,18250,29060
TR694,01-FEB-08,37741,17564,908
DS887,01-FEB-11,3073,623,1825
TR135,01-JAN-03,28998,15709,19
TR694,01-DEC-09,21319,11530,3833
TR694,01-SEP-12,21609,25309,12076
ON848,01-MAR-08,68912,40452,1505
TR336,01-OCT-94,144008,97640,0
YP821,01-DEC-92,26793,18755,1165
DS234,01-NOV-03,45790,24587,2054
BR772,01-MAY-02,57316,46587,0
ON575,01-NOV-91,89819,64563,0
DS234,01-SEP-08,11918,6657,4698
TR336,01-NOV-11,49435,36045,18629
RK514,01-APR-95,74405,56118,26
ON765,01-NOV-04,41904,35456,102
AB344,01-MAR-99,18870,16778,17
AB344,01-NOV-00,29465,19337,0
TR400,01-AUG-97,35950,26716,166
TF149,01-SEP-94,93710,79564,433
YP220,01-SEP-93,67792,30867,0
TR400,01-OCT-99,26433,25185,132
TR336,01-FEB-03,99257,79265,19140
TR336,01-JUL-05,45137,36455,75
TR516,01-NOV-98,43986,34915,0
TR516,01-NOV-99,16570,13167,379
TR455,01-AUG-10,61601,42709,15130
TR382,01-NOV-14,28744,32873,9012
TR382,01-MAY-88,51107,42956,0
AB560,01-OCT-94,15602,12874,0
BR430,01-JUL-94,23660,17702,0
YP220,01-JUN-95,43326,40268,0
YP412,01-JAN-05,26403,26504,32
BR430,01-MAR-05,39657,40511,78
AB560,01-DEC-11,76037,43660,515
ON231,01-MAR-05,63333,60046,4108
BR264,01-APR-93,17501,9622,0
TR382,01-MAY-11,50815,60521,279
BR219,01-DEC-88,23159,15806,162
BR219,01-JUN-91,57040,49806,0
ON231,01-APR-10,46313,43193,16892
ON231,01-JUN-12,22914,12129,10501
YP821,01-OCT-96,9641,10668,593
AB735,01-DEC-89,167963,84807,0
TF585,01-JAN-14,21191,13017,0
ON575,01-JAN-02,58777,43184,0
TR235,01-FEB-11,14445,6761,11
BR836,01-NOV-93,74823,85969,55
TR235,01-SEP-09,19124,11810,23
DS720,01-FEB-97,30434,11996,0
ON506,01-NOV-11,44292,30260,0
CC154,01-NOV-00,42799,114961,76
CC154,01-OCT-01,27322,13291,0
BR836,01-FEB-86,97918,45521,0
CC154,01-SEP-04,31248,20786,4067
ON829,01-FEB-14,45149,18029,5304
YP468,01-JUN-10,35007,15058,503
YP412,01-OCT-88,9324,7323,0
BR601,01-MAR-03,29918,10984,49
CC872,01-NOV-88,12936,7218,0
ON765,01-AUG-90,7382,3823,0
CC310,01-MAY-09,7976,8180,1973
TF533,01-APR-04,34199,29716,568
CC154,01-JUL-91,111678,99130,0
CC154,01-AUG-91,117354,107167,1726
YP785,01-OCT-11,21493,13326,16261
CC627,01-AUG-05,25571,19649,312
DS780,01-NOV-02,33937,36684,406
ON417,01-MAR-04,36800,28291,341
RK113,01-JUL-93,5501,3121,123
BR772,01-JUN-87,90928,60661,0
BR772,01-DEC-94,74270,69191,0
TR516,01-OCT-86,24165,12295,0
BR832,01-SEP-87,904,663,0
ON333,01-OCT-10,59389,48411,5159
CC504,01-JUN-84,49341,40891,0
TF335,01-FEB-81,217152,259900,0
CC479,01-MAR-04,41162,57910,10355
TF149,01-NOV-09,44635,30226,12018
CC627,01-JUN-10,57510,32321,767
TF740,01-APR-83,314592,262157,0
TF267,01-JUL-84,354030,326992,0
DS582,01-JUL-97,42281,36545,351
TF740,01-SEP-00,44205,44833,216
DS105,01-MAR-10,15054,2255,265
TR331,01-JUN-08,20441,24489,27
AB540,01-MAR-13,17553,10922,71
YP821,01-DEC-15,2781,3518,280
DS150,01-FEB-15,15108,10910,9968
BR819,01-JUN-99,31446,32963,3031
YP714,01-MAY-98,39684,37631,89
CC495,01-APR-90,67285,42439,0
YP737,01-OCT-12,40855,21826,0
TF267,01-FEB-81,329497,263150,0
AB590,01-AUG-02,21732,16352,11545
CC649,01-FEB-08,18204,12430,2576
TF172,01-JAN-08,56918,29074,1224
TF277,01-FEB-10,75439,32667,14090
CC849,01-DEC-14,42492,72736,87102
CC374,01-OCT-12,1454,1032,51
AB560,01-MAY-01,52296,38093,0
CC482,01-FEB-02,38550,16607,37
BR264,01-NOV-96,11242,12731,0
TF850,01-DEC-03,13177,10472,23
TF222,01-MAR-05,9035,6775,203
TF339,01-JAN-04,74147,62017,0
ON798,01-SEP-07,28813,14886,0
DS780,01-APR-10,47356,33434,89
YP181,01-OCT-98,68897,57007,7742
YP676,01-OCT-84,11820,9695,680
TF573,01-OCT-90,27426,12250,2280
RK153,01-MAR-04,60577,57203,49
AB560,01-OCT-99,43082,33274,947
YP714,01-JUN-12,48165,38239,0
TF611,01-JUL-97,29118,29502,32
DS698,01-NOV-91,33115,22117,0
CC849,01-JAN-91,49011,32099,0
TR235,01-AUG-94,64081,67476,0
DS720,01-MAY-85,50231,22852,0
RK114,01-JUN-00,79802,65608,369
RK539,01-MAR-86,70067,42958,946
YP577,01-FEB-89,45373,23602,83
DS773,01-MAR-93,39465,27649,0
TF533,01-JUL-08,57914,41907,2375
DS780,01-JUN-09,34784,19598,0
DS496,01-DEC-09,26300,29882,4585
DS161,01-JUL-11,21303,11468,741
ON804,01-MAR-15,46569,28579,0
RK301,01-OCT-95,21926,19293,0
TF740,01-NOV-94,89667,67155,31
ON397,01-MAY-89,6802,662,4
YP534,01-MAR-92,32271,14740,158
RK539,01-AUG-97,73676,81525,276
YP676,01-JUL-96,66050,46937,77
YP821,01-JUL-97,10614,8276,693
YP821,01-MAY-95,22804,18843,1228
BR772,01-MAY-90,62716,41657,96
CC849,01-APR-92,48373,34871,1240
CC849,01-JAN-03,34082,17066,3109
YP471,01-NOV-88,83066,53177,151
ON231,01-DEC-91,46945,41350,31
DS887,01-OCT-02,15593,7997,4775
CC310,01-MAR-95,70556,35094,0
CC464,01-MAY-90,33954,22296,486
TF359,01-NOV-92,38705,28498,1359
DS720,01-FEB-98,43331,28216,0
TF359,01-MAY-79,107397,77760,0
CC636,01-MAY-78,281127,296370,0
BR710,01-APR-78,63156,56280,0
CC646,01-JAN-10,20232,7419,2573
TR107,01-MAY-14,33869,24769,17320
YP676,01-JUN-75,526273,607200,0
TF143,01-JUL-90,85056,60127,0
BR380,01-SEP-90,15551,10239,740
TF335,01-AUG-93,99859,51545,0
DS241,01-JAN-99,52773,36701,0
AB388,01-OCT-88,104477,82793,0
RK539,01-AUG-01,56386,37692,4302
ON765,01-OCT-87,94700,58295,208
TF740,01-MAR-10,44162,30543,0
ON236,01-AUG-11,15198,6441,643
ON316,01-DEC-13,35137,32815,0
TF611,01-DEC-92,68982,63174,0
ON397,01-MAY-95,54519,39568,779
DS773,01-JUN-02,66937,61032,112
BR264,01-MAR-95,33037,27764,0
CC252,01-NOV-03,32886,34883,0
YP577,01-AUG-05,13433,2599,2822
TF143,01-MAY-01,63194,65877,215
TF445,01-NOV-06,24008,15464,3799
TR724,01-DEC-07,59522,41097,1416
YP181,01-MAY-08,27270,23581,0
DS698,01-OCT-11,22807,13359,6014
DS780,01-SEP-11,51362,38066,4111
YP181,01-OCT-94,63950,57230,15356
CC782,01-SEP-86,40394,26578,714
TF267,01-FEB-78,74731,66120,0
YP174,01-JAN-08,5710,3540,245
TR724,01-DEC-03,42915,23683,60
CC653,01-JAN-85,3021,2126,0
TR791,01-AUG-87,28018,17299,0
ON397,01-DEC-76,488933,571200,0
ON397,01-JUL-80,420439,357480,0
TR791,01-JAN-86,75790,44017,6197
TR791,01-JAN-90,16278,9610,0
DS698,01-MAY-77,280602,343520,0
ON316,01-MAR-86,66860,39747,0
TR791,01-SEP-77,278150,208890,0
YP534,01-AUG-83,9491,5776,259
TR387,01-OCT-89,69632,48814,0
TR387,01-FEB-83,77492,42840,0
ON893,01-AUG-93,58160,52641,9114
ON893,01-JAN-87,76569,37740,26
TR758,01-AUG-87,66874,38758,0
TR758,01-FEB-93,99412,60508,11195
BR710,01-JAN-86,72677,37313,3187
TF267,01-MAY-84,140698,110458,0
BR312,01-JUL-81,13903,10700,2091
BR312,01-AUG-84,3030,2566,522
TR758,01-SEP-80,618626,388080,0
BR710,01-JUN-92,31456,21501,459
RK114,01-MAY-93,67388,56691,8284
BR710,01-AUG-80,48316,46560,0
RK114,01-SEP-88,37113,25281,398
ON727,01-MAY-83,26105,16750,123
ON727,01-JUN-86,70514,43597,1466
AB742,01-FEB-91,59143,48258,0
DS684,01-SEP-08,39309,21441,54
RK302,01-APR-07,29508,12572,58
RK302,01-AUG-07,42920,21058,146
AB406,01-MAY-14,41823,48285,9967
ON663,01-JAN-07,19942,15919,20
AB856,01-SEP-13,41051,25206,0
RK104,01-JUN-17,38807,27348,2916
AB295,01-FEB-17,15041,11888,27
ON333,01-JUL-17,0,0,0
TF566,01-MAR-17,0,0,0
TF143,01-OCT-17,48632,32289,20464
AB735,01-APR-15,48597,42640,0
YP170,01-MAY-15,36852,24592,0
TR797,01-JUL-15,0,0,0
RK104,01-MAY-15,29296,25852,772
RK301,01-NOV-15,11112,7628,1356
TF695,01-OCT-15,37625,23533,0
TR791,01-OCT-15,33706,27785,3749
DS698,01-FEB-80,237551,235170,0
ON316,01-APR-84,89369,66520,0
TR455,01-OCT-96,23532,21516,235
TF335,01-MAR-85,17972,12265,0
TR516,01-JUL-88,36097,21096,32
CC872,01-JAN-04,59776,83285,1
YP549,01-MAR-03,43075,40550,1393
BR554,01-APR-06,56461,39392,42204
TF149,01-OCT-87,115681,74109,0
TF740,01-APR-75,17382,8400,0
YP181,01-MAR-80,564188,596400,0
TF740,01-JAN-77,197767,141050,0
ON575,01-AUG-92,104705,102809,0
CC766,01-AUG-08,26381,10646,6987
ON765,01-APR-09,46870,45574,0
DS884,01-MAY-09,28033,22752,309
CC374,01-MAY-07,23989,17136,0
DS150,01-NOV-07,46662,37293,7591
ON519,01-JAN-12,37772,17370,113
AB141,01-DEC-14,18752,16867,33
RK279,01-JAN-15,34120,21061,14618
ON369,01-JUL-88,65274,38654,32
BR836,01-SEP-89,55664,41777,255
RK539,01-MAR-96,42392,39300,0
RK114,01-APR-94,36846,27684,1381
CC504,01-FEB-97,36967,33540,27
BR710,01-NOV-81,72012,49140,0
ON765,01-MAR-00,40340,32912,0
ON120,01-FEB-08,104799,58231,0
YP181,01-FEB-92,89066,73993,213
TF850,01-AUG-91,7049,8694,0
ON575,01-FEB-92,86917,49669,166
ON120,01-FEB-10,20691,16336,54
ON120,01-JUL-99,29949,17712,79
RK539,01-JAN-84,23157,16847,0
BR219,01-APR-92,44898,45564,61
BR254,01-JUN-02,20790,11484,0
AB560,01-MAR-02,35862,29711,6
AB759,01-NOV-03,42569,10210,0
BR312,01-FEB-07,14152,10574,30998
AB344,01-MAY-13,20688,7636,11369
ON397,01-NOV-91,72366,72008,1579
BR772,01-APR-90,45031,35873,0
DS241,01-SEP-90,89682,66228,0
AB494,01-APR-83,375636,243825,5940
RK153,01-MAR-82,499408,409500,0
ON397,01-DEC-76,408206,387440,0
CC479,01-FEB-03,34136,34817,11315
ON397,01-MAY-05,53546,38395,10001
CC495,01-OCT-87,5417,2559,0
ON442,01-APR-05,35613,38739,78
YP549,01-JUN-09,38710,27066,364
AB590,01-DEC-10,14882,10606,967
ON663,01-FEB-12,22693,16695,64
AB388,01-FEB-15,37791,6054,5666
CC464,01-SEP-96,36183,27763,1391
AB742,01-MAY-86,35424,20466,0
CC482,01-MAR-82,77342,68480,0
TF143,01-DEC-95,100017,116440,1815
CC154,01-AUG-98,47362,36868,33
TF445,01-FEB-04,31217,10032,6081
TF149,01-OCT-03,64435,43053,131
YP373,01-AUG-05,31003,29269,988
TR694,01-JUL-08,22455,15173,3610
TR507,01-SEP-09,46857,48001,29753
YP577,01-APR-09,41,16,0
RK114,01-JAN-10,47614,70305,23489
RK450,01-MAR-11,73012,46250,15004
YP861,01-APR-11,33759,39053,3133
YP170,01-JUL-11,37214,42029,41
ON397,01-DEC-96,67092,37779,1445
CC849,01-JUL-90,53833,21587,0
RK114,01-APR-89,53878,30126,104
CC310,01-APR-85,70980,39722,0
AB460,01-OCT-92,102190,101564,0
CC479,01-MAY-88,30083,20338,4
AB257,01-JAN-02,40269,22710,0
TF719,01-OCT-08,68029,54947,1661
ON397,01-JAN-08,10097,6264,2844
RK302,01-SEP-07,36884,24556,127
AB406,01-APR-14,38905,38472,8191
DS416,01-JUN-89,3045,1769,0
RK301,01-APR-92,30689,22289,77
BR430,01-JUL-01,20297,16695,853
AB517,01-AUG-05,25317,25835,26
TF642,01-MAR-08,8065,4575,198
AB590,01-FEB-10,35215,30199,86
DS780,01-JUN-11,56586,47311,0
AB295,01-FEB-11,64232,32368,124
YP534,01-MAR-12,39310,12963,8842
AB742,01-FEB-87,33662,16504,0
BR710,01-JUN-86,77835,62180,3690
TR336,01-MAR-97,138609,81989,6300
CC669,01-DEC-99,24142,20147,301
DS698,01-JAN-00,21123,17535,229
DS780,01-MAY-04,29371,12956,0
TF573,01-NOV-05,25915,10988,10155
ON829,01-MAY-08,21835,18941,30
RK375,01-APR-08,37022,17586,229
AB735,01-MAY-88,68443,45720,0
TR791,01-DEC-98,44464,32894,207
TR791,01-NOV-73,69407,45050,0
BR380,01-APR-90,355,233,39
YP412,01-NOV-98,25698,16628,0
YP471,01-SEP-93,56715,40554,0
ON575,01-JAN-90,53501,41042,0
ON231,01-MAY-97,54589,41301,145
TR382,01-MAR-03,71327,38204,0
ON120,01-JAN-10,26257,14722,51
ON316,01-FEB-06,45382,19359,144
AB559,01-AUG-10,17779,14775,12941
CC649,01-JUN-10,32328,28276,1538
AB119,01-APR-08,27750,24197,870
YP534,01-APR-97,50119,47233,25
BR430,01-NOV-96,10725,6298,148
TR331,01-APR-02,7544,4945,68
CC636,01-NOV-04,29907,9517,503
ON120,01-AUG-07,32552,24181,0
CC464,01-MAR-86,60283,31403,2780
TR843,01-FEB-94,35246,33989,631
YP467,01-AUG-90,26944,17300,4116
AB460,01-AUG-04,25939,21362,12
YP373,01-MAR-07,14974,3104,701
YP373,01-OCT-07,8111,3642,133
